Age,Income,Credit_History,Loan_Amount,Existing_Debt,Employment_Status,Credit_Score
22,17878,1,16227,5301,0,0.0
42,37609,0,13028,14972,0,0.0
20,34070,0,21945,18584,0,0.0
50,31996,1,37857,9233,1,0.0
21,28161,0,43503,11327,1,0.0
42,12228,0,30982,496,0,0.0
37,36365,0,40913,4174,1,0.0
51,35188,0,6292,5530,1,0.0
43,18888,1,28880,15098,0,0.0
22,33130,2,37538,11324,1,0.0
52,49159,1,12559,1653,1,1.0
45,28790,0,41549,7246,1,0.0
46,34824,0,40159,14060,1,0.0
26,43405,1,26539,13799,1,0.0
55,34474,0,18204,16627,1,0.0
23,27333,1,7252,18639,1,0.0
36,46355,2,41659,6999,1,0.0
61,43879,0,14866,13398,1,0.0
28,18367,2,42997,6743,1,0.0
19,10722,2,29800,2692,0,0.0
64,41145,0,12553,6073,0,0.0
61,47634,0,37831,8230,0,0.0
61,20139,1,6787,3247,0,0.0
26,12128,1,49810,17999,1,0.0
38,30617,0,45837,19,0,0.0
41,38080,1,16726,16604,0,0.0
51,45285,2,8915,14160,0,0.0
39,27533,2,5092,14610,0,0.0
20,42624,0,15934,7321,0,0.0
29,37956,1,34995,6606,1,0.0
45,43077,0,37469,7576,0,0.0
47,13952,2,6677,15837,1,0.0
43,32796,0,33242,7828,1,0.0
38,41746,0,26892,12706,1,0.0
45,31249,0,27114,16890,1,0.0
43,10015,0,41632,4741,0,0.0
50,35957,2,32057,15562,1,0.0
38,26005,0,49916,4587,1,0.0
52,31292,0,49031,9361,1,0.0
51,41876,1,42355,5357,0,0.0
58,24817,0,36532,17123,1,0.0
64,35470,1,15169,9982,0,0.0
35,19759,0,39566,8615,0,0.0
28,16412,1,35740,3055,1,0.0
40,30504,0,15030,18587,1,0.0
39,18507,1,15752,10175,1,0.0
34,31050,0,12051,18341,1,0.0
22,14820,0,47623,12530,0,0.0
61,17835,1,15589,15787,1,0.0
28,37631,0,16395,1789,0,0.0
47,44617,0,17833,15307,0,0.0
32,23587,0,5598,584,0,0.0
44,44721,0,19367,6178,0,0.0
52,16840,2,23428,19584,1,0.0
50,47834,0,21642,17726,0,0.0
37,41440,2,25955,4190,0,0.0
33,45183,2,45771,14555,1,0.0
51,40636,0,15097,9400,1,0.0
19,12389,1,18207,15396,1,0.0
52,10763,1,27560,11014,1,0.0
57,33925,0,28426,11885,0,0.0
45,36549,2,49592,13280,0,0.0
64,49023,1,5797,14469,0,0.0
56,49941,0,48463,15804,0,0.0
23,33457,0,10713,4756,0,0.0
26,31423,2,45079,6025,0,0.0
37,20518,1,25404,7455,1,0.0
18,42360,0,10911,10497,1,0.0
25,38173,1,8954,1062,0,0.0
40,19395,0,47587,10039,0,0.0
20,29207,0,9312,9574,0,0.0
21,48055,0,35875,14713,0,0.0
42,36639,2,46748,6066,0,0.0
64,38924,2,23440,5684,1,1.0
55,17433,2,20828,10914,1,0.0
32,40104,1,35898,6838,1,0.0
38,47594,2,44870,1987,0,0.0
52,13664,2,20427,4067,0,0.0
63,20528,1,34641,4104,1,0.0
31,38190,1,27169,12315,0,0.0
53,10497,1,39215,15158,0,0.0
29,17641,1,6951,8877,0,0.0
34,14643,2,26954,12869,0,0.0
56,15056,2,18827,12058,1,0.0
26,42899,1,13965,11017,0,0.0
52,15443,2,38096,3734,1,0.0
30,27241,0,13985,17625,0,0.0
32,18712,2,37641,3500,1,0.0
35,18221,0,27897,12330,1,0.0
50,41346,1,10973,5730,0,0.0
23,25660,1,22794,3261,1,0.0
44,48915,2,12714,12329,1,0.0
40,21588,1,6137,4825,1,0.0
44,47372,2,42240,1981,1,0.0
51,27942,2,41042,17031,1,0.0
63,46373,2,8273,15876,0,0.0
55,11607,2,27627,1982,1,0.0
31,12016,0,37193,5255,0,0.0
53,13574,0,20151,10749,1,0.0
25,17274,1,15155,2019,1,0.0
52,25748,0,31741,4674,0,0.0
36,30175,1,27948,8071,1,1.0
47,49174,1,43130,6980,1,0.0
31,21826,2,9636,10756,1,0.0
37,27472,2,43114,19216,0,0.0
42,44129,2,36649,9212,0,0.0
57,14473,2,48706,15214,1,0.0
41,33490,2,41976,10214,0,0.0
31,19481,2,42236,3675,1,0.0
43,18520,0,7346,1779,0,0.0
55,36415,1,18984,4537,0,0.0
40,27570,1,6042,17257,0,0.0
39,29798,2,18063,11842,1,0.0
36,13536,0,25490,19812,0,0.0
63,11773,2,45967,12982,1,0.0
20,39894,0,41499,11108,0,0.0
59,45326,0,47533,9219,1,0.0
36,15079,1,12302,19933,1,0.0
26,35838,1,26876,3881,0,0.0
45,31804,0,21294,9701,0,0.0
37,29675,1,7302,9434,1,0.0
62,35594,0,24017,11109,1,0.0
24,46292,0,47311,5649,0,0.0
31,18998,0,5361,11973,0,0.0
26,23697,1,43261,7317,1,0.0
36,23429,2,22171,17417,1,0.0
64,17140,1,46226,11031,1,0.0
31,24901,2,34327,16595,1,0.0
55,33279,1,10092,13963,0,0.0
53,38525,1,21937,5508,0,0.0
57,30491,2,45793,5017,0,0.0
34,13280,0,18817,8122,0,0.0
47,44980,2,14779,11268,0,0.0
26,39989,0,9516,14418,0,0.0
50,18078,0,44219,10391,1,0.0
42,36118,1,35114,4062,0,0.0
31,33985,1,19530,14046,1,0.0
28,26997,1,14310,7348,0,0.0
52,24274,1,39281,7942,0,0.0
58,10868,1,28809,7945,1,0.0
31,36398,2,26735,19622,0,0.0
47,26042,2,49363,1493,1,0.0
58,41820,2,11749,12699,1,0.0
21,31246,2,32637,17961,1,0.0
21,30561,1,12005,17981,0,0.0
45,26254,2,34898,2428,1,0.0
25,44512,2,28538,11187,1,0.0
19,45024,0,42206,15125,1,0.0
58,33996,1,26708,16696,1,0.0
63,38618,2,47944,10634,1,0.0
39,21859,2,30467,6686,0,0.0
58,33580,2,19412,3,0,0.0
33,15423,1,34378,7061,0,0.0
46,47857,2,33102,9077,1,0.0
47,16608,0,18044,12380,0,0.0
29,14876,1,36309,16575,0,0.0
52,31038,0,23239,2380,1,0.0
28,38006,1,7435,17619,1,0.0
63,45775,2,48934,7762,0,0.0
38,40810,1,28164,12914,0,0.0
38,24325,1,40866,11225,0,0.0
22,45892,1,8386,12860,1,0.0
37,11753,0,10440,2403,0,0.0
54,39531,1,47776,6021,0,0.0
20,27996,2,11436,6734,0,0.0
61,13275,1,12403,12483,0,0.0
50,18747,1,28242,2369,1,0.0
26,10824,2,48464,2467,0,0.0
26,23880,2,7939,10126,1,0.0
21,11081,0,22222,13607,0,0.0
52,21517,2,32277,1259,1,0.0
34,31683,2,26143,12968,0,0.0
51,26876,2,8138,2054,0,0.0
41,47532,1,25989,16917,1,0.0
49,18266,0,8162,2119,0,0.0
18,21183,2,7752,17907,0,0.0
25,31066,2,30765,10857,1,0.0
62,22877,2,5837,10378,1,0.0
40,19982,1,33474,19841,1,0.0
64,18968,1,17043,2589,0,0.0
57,36598,0,40501,4419,0,0.0
29,24639,0,49770,7092,1,0.0
29,14674,1,29072,6744,1,0.0
63,14316,2,42974,1940,1,0.0
64,19695,2,7653,16456,0,0.0
32,41094,0,27524,19271,0,0.0
58,32187,2,24733,13700,1,0.0
36,11214,1,41078,5357,1,0.0
43,33940,0,42448,1345,1,0.0
46,35685,1,23770,9978,1,1.0
39,25977,1,42959,13616,0,0.0
57,45904,2,42443,9223,1,0.0
38,35538,1,17804,18390,1,0.0
55,49386,1,21210,9422,0,0.0
37,48033,2,39029,8602,1,0.0
46,17965,1,12633,10497,1,0.0
21,19597,2,13312,18203,0,0.0
24,37740,1,43300,14461,1,0.0
45,16569,2,25229,3092,1,0.0
45,47981,2,7884,2591,1,1.0
21,21881,0,48577,2502,0,0.0
39,46996,1,25522,8853,1,1.0
29,42177,1,10623,19476,0,0.0
62,47177,0,16460,7061,0,0.0
20,10590,2,15234,16161,0,0.0
39,36119,2,23503,1673,1,1.0
61,37915,0,29100,13354,0,0.0
19,12708,0,21874,6002,0,0.0
41,48749,2,34420,10152,1,0.0
51,32106,2,40813,7308,0,0.0
44,27131,0,5382,11637,0,0.0
58,16553,1,43353,499,0,0.0
18,27881,2,14369,13590,1,0.0
25,11379,0,39985,325,0,0.0
40,35255,1,47255,13729,0,0.0
55,13770,1,28661,887,1,0.0
23,29726,1,5650,9187,1,0.0
39,19088,1,45937,3673,0,0.0
42,44314,0,26299,11232,1,0.0
35,48976,2,31862,7935,0,0.0
34,26350,1,36153,928,1,0.0
29,44063,1,21312,4403,0,0.0
23,25861,0,15943,14992,1,0.0
43,23973,1,8198,10114,0,0.0
44,27769,0,22325,7990,0,0.0
25,27326,0,13732,11447,1,0.0
36,46048,2,10805,17008,1,0.0
59,12786,1,23913,4344,1,0.0
18,45001,2,6202,18755,1,0.0
46,11620,0,22034,13754,1,0.0
62,46303,1,8006,5116,0,0.0
52,29589,0,13505,6237,0,0.0
57,12882,0,25498,9469,1,0.0
31,34524,0,47143,8878,0,0.0
52,19745,1,21505,4610,0,0.0
62,46665,0,11603,16916,1,0.0
37,25861,0,29744,4497,0,0.0
30,36171,1,8682,3852,1,1.0
55,36199,2,18460,19788,0,0.0
63,12837,0,18559,2768,0,0.0
25,18599,2,33544,19039,1,0.0
60,25911,2,11864,2140,0,0.0
37,30553,2,28778,7724,1,1.0
50,49489,2,19234,16957,0,0.0
43,33813,2,33593,17949,0,0.0
56,48255,2,49657,13258,0,0.0
38,39520,1,6729,9997,1,1.0
59,39541,1,49515,16820,1,0.0
60,10236,2,27336,10695,0,0.0
58,37350,1,39936,10654,1,0.0
26,21549,1,17413,3589,1,0.0
41,37453,2,34764,1398,1,0.0
54,45191,2,12668,9746,0,0.0
58,22906,0,18260,7691,1,0.0
34,24988,1,16308,15732,1,0.0
41,37723,2,13896,10943,1,0.0
38,43800,1,44408,13926,1,0.0
56,49107,1,24283,13049,1,0.0
58,37430,1,24591,12113,1,0.0
56,42535,0,30282,3266,1,0.0
30,12940,2,18919,6408,1,0.0
28,31793,1,12674,14842,1,0.0
63,22262,2,35699,11136,1,0.0
36,47710,1,35840,3497,0,0.0
28,16961,2,23392,1974,0,0.0
30,36499,2,36960,9058,0,0.0
63,41283,2,9721,9245,0,0.0
62,10633,1,34197,5410,0,0.0
18,16822,0,31173,2534,1,0.0
57,35968,2,6066,14250,1,0.0
61,49255,0,47906,3217,1,0.0
36,29830,2,32375,18719,1,0.0
29,15738,0,6918,13214,0,0.0
25,13098,2,14457,18541,0,0.0
25,39888,0,15726,14176,1,0.0
62,18097,2,19282,19075,1,0.0
29,23136,2,29815,19726,0,0.0
50,48244,0,27594,1555,1,0.0
62,18253,2,12448,16659,1,0.0
43,35208,1,6142,19120,0,0.0
56,14887,2,25232,3089,1,0.0
45,19492,2,6415,14743,1,0.0
22,45421,1,11374,7578,1,1.0
25,11454,1,31974,2172,0,0.0
42,27522,1,38528,16536,0,0.0
44,48575,0,8642,17988,0,0.0
63,13192,1,22936,7724,0,0.0
40,25775,0,36914,10259,0,0.0
47,20402,1,14347,1826,0,0.0
62,23074,0,29932,17754,0,0.0
64,25245,1,28593,11739,1,0.0
40,46527,1,6328,5322,0,0.0
64,35936,2,23760,5811,1,1.0
37,37002,1,24625,1691,0,0.0
35,25683,2,31567,6674,1,0.0
35,22460,1,17063,10836,1,0.0
19,40482,1,36630,3390,0,0.0
21,26447,2,31961,18782,1,0.0
47,27729,2,8140,10473,0,0.0
50,30545,0,22265,9862,1,0.0
53,38204,2,13730,36,1,1.0
35,19814,0,19057,11608,1,0.0
54,23890,1,8557,18011,0,0.0
36,11740,2,34114,2339,1,0.0
64,40121,2,18211,14425,1,0.0
45,21218,1,23580,1371,0,0.0
57,16055,1,23334,676,0,0.0
37,32705,1,14802,5072,1,1.0
50,44722,1,27321,252,0,0.0
29,16439,2,40931,2864,0,0.0
32,40921,1,42231,18000,0,0.0
58,43729,1,9007,10208,0,0.0
56,33211,2,9675,18615,1,0.0
19,40614,0,19058,17144,0,0.0
46,27601,2,42519,19670,1,0.0
58,37796,0,11219,6301,0,0.0
27,16007,1,20445,392,0,0.0
19,30514,2,13418,11283,0,0.0
28,27776,1,28914,11734,1,0.0
30,12076,2,34630,996,1,0.0
27,35350,0,45503,7148,1,0.0
31,48964,2,46551,17484,1,0.0
35,26292,1,33695,10891,0,0.0
26,41510,2,35434,14920,1,0.0
56,38000,1,19456,14542,0,0.0
45,40383,2,35185,18644,1,0.0
20,21785,0,29156,14414,0,0.0
37,49028,2,48631,18564,1,0.0
23,34855,2,7078,5316,0,0.0
44,34281,2,35350,11288,0,0.0
19,14841,2,49910,12759,1,0.0
46,41668,0,17073,18164,1,0.0
55,36918,1,28778,9471,0,0.0
20,27443,2,28397,4008,0,0.0
33,42250,2,8321,7373,1,1.0
47,11922,2,17337,15342,0,0.0
57,41976,0,11011,15427,1,0.0
19,21991,1,44855,3286,0,0.0
34,48869,1,14996,10873,1,0.0
58,32733,2,39498,4517,1,0.0
29,12473,2,25046,19012,1,0.0
52,18108,1,26494,16922,0,0.0
60,38715,2,11618,13994,1,0.0
18,42210,2,11899,18164,1,0.0
62,47317,2,36322,6605,1,0.0
32,43362,0,38797,11718,1,0.0
43,14889,0,20128,15341,1,0.0
54,34021,1,38179,2348,0,0.0
38,18212,0,6981,16145,0,0.0
48,41971,0,47307,16120,0,0.0
42,13201,1,39073,18344,1,0.0
40,49531,0,17478,16362,0,0.0
41,34346,1,31429,3091,1,0.0
55,47958,2,42363,15836,0,0.0
45,23715,1,16697,7097,0,0.0
38,15681,1,20422,19946,0,0.0
60,46446,1,47436,5081,0,0.0
35,26720,2,43380,4901,1,0.0
53,11667,2,35341,2304,0,0.0
52,38152,2,7037,10692,0,0.0
62,18204,1,14522,2485,1,0.0
26,47890,1,26259,13464,0,0.0
55,34537,1,16998,648,0,0.0
47,21217,1,12086,10461,1,0.0
61,43741,1,6149,14012,0,0.0
51,30654,1,27792,6279,0,0.0
49,11408,1,21390,9743,1,0.0
20,28672,0,39204,2632,1,0.0
20,11218,2,41018,1268,0,0.0
45,46145,0,33115,1773,0,0.0
61,40105,2,29047,11281,0,0.0
32,14098,1,22078,7020,1,0.0
58,17619,0,26471,3627,1,0.0
40,21939,1,19263,17550,0,0.0
57,28226,0,9843,2548,1,0.0
28,35322,0,17433,1550,1,0.0
49,26878,1,16559,18524,0,0.0
53,16560,0,9952,5502,1,0.0
50,48278,0,45610,6422,1,0.0
41,46212,2,37793,5846,1,0.0
56,39299,1,25931,19904,1,0.0
51,17543,1,7153,7125,0,0.0
45,33946,0,33911,11846,1,0.0
54,41740,1,13019,8812,0,0.0
24,17253,2,24873,5407,0,0.0
21,23775,2,46291,18907,0,0.0
54,42813,1,36631,4767,0,0.0
18,37632,1,42929,8362,1,0.0
18,12057,2,22028,18803,0,0.0
64,43431,1,39620,10971,0,0.0
37,47436,0,45491,9608,1,0.0
36,28413,1,15623,14520,1,0.0
46,40225,0,24968,15791,1,0.0
27,48485,2,8809,938,0,0.0
35,12696,1,39079,13672,0,0.0
45,26101,2,32371,10223,1,0.0
52,18831,1,48966,3177,1,0.0
60,29047,0,44006,15684,0,0.0
64,15004,1,36739,5100,1,0.0
48,32705,2,12788,3796,1,1.0
44,31509,0,11977,19268,0,0.0
28,47170,1,44177,9923,1,0.0
55,24662,2,39838,17656,1,0.0
22,48680,2,7656,13628,1,0.0
25,10394,1,9134,6407,1,0.0
51,46365,2,34431,18136,1,0.0
29,20524,0,8484,7430,1,0.0
55,43097,1,48622,11679,0,0.0
18,36673,0,43916,18075,0,0.0
48,27156,2,32274,9449,1,0.0
21,11645,2,25693,3905,0,0.0
62,39049,2,43559,6046,1,0.0
22,19815,0,22303,6080,0,0.0
47,11848,2,24594,10490,1,0.0
41,44329,1,24103,6684,0,0.0
20,43541,1,16858,2104,1,1.0
28,17311,2,20002,9376,1,0.0
62,31563,1,9895,436,1,1.0
21,25203,0,48324,15113,0,0.0
43,19290,0,30151,13118,0,0.0
44,44818,2,14919,13128,0,0.0
63,27131,1,49187,14692,1,0.0
60,40143,1,26927,7008,0,0.0
44,34509,2,33147,13569,0,0.0
59,32244,0,17378,8826,1,0.0
23,46741,2,41493,18377,1,0.0
32,36898,1,26545,2675,0,0.0
47,44383,1,49326,2340,1,0.0
59,30138,2,18057,3816,0,0.0
54,15506,0,6360,2281,1,0.0
54,30605,0,7048,5822,1,0.0
59,23054,2,44020,16037,0,0.0
54,38231,1,48935,8996,1,0.0
52,23861,0,27482,14324,1,0.0
40,21587,2,30663,11473,1,0.0
23,23515,1,37973,8097,1,0.0
21,31675,0,49446,16939,1,0.0
35,48622,0,20185,8067,1,0.0
26,26600,2,24699,5341,1,0.0
46,37892,1,46582,15158,1,0.0
30,27743,0,23061,15627,1,0.0
64,13774,2,16479,6029,1,0.0
34,31801,0,48972,14341,1,0.0
62,47695,1,49597,2094,1,0.0
49,38853,0,15892,19862,0,0.0
39,14429,1,28931,19314,1,0.0
21,14606,0,39639,10819,1,0.0
22,14478,0,29654,3520,1,0.0
54,28280,2,27942,16442,0,0.0
58,14427,0,11934,18991,0,0.0
30,15361,1,34733,5110,0,0.0
51,35475,2,24612,13502,0,0.0
62,10641,1,40103,8456,1,0.0
39,31730,1,36855,1707,1,0.0
40,31113,2,39493,13869,1,0.0
20,30011,1,14306,18677,0,0.0
59,29659,0,43753,11479,1,0.0
51,46818,2,44984,2484,0,0.0
49,47321,0,21544,19119,0,0.0
62,31309,0,6425,10715,0,0.0
38,28688,1,6733,19839,1,0.0
63,38176,1,15603,17321,1,0.0
61,13343,0,17152,877,1,0.0
38,12056,2,20801,10896,1,0.0
61,29192,0,23906,8738,0,0.0
28,33476,0,34437,2462,1,0.0
56,19416,1,21985,4493,1,0.0
21,49994,1,31935,11770,1,0.0
18,10886,0,47515,6135,0,0.0
45,18584,0,26068,11823,0,0.0
41,37766,1,18531,18599,1,0.0
52,28830,0,39288,16049,1,0.0
30,30289,1,40158,17811,0,0.0
64,21530,0,30481,6287,0,0.0
51,13591,2,31226,16277,1,0.0
28,38342,2,6117,18083,0,0.0
53,31395,0,37661,13842,0,0.0
34,26738,1,45068,12161,0,0.0
52,12631,0,47484,14403,0,0.0
35,27905,0,17459,18529,0,0.0
57,29056,1,26105,6958,0,0.0
39,33546,0,43909,1823,0,0.0
41,45447,1,24464,10468,1,0.0
36,47190,0,37554,11135,0,0.0
54,36014,1,45707,500,1,0.0
56,17463,0,9777,7939,1,0.0
38,11780,2,16432,13277,1,0.0
25,36107,1,19271,13789,1,0.0
45,41587,2,8801,19134,1,0.0
22,49339,1,12057,17696,1,0.0
34,34968,1,31511,18537,0,0.0
54,43593,1,12510,4736,0,0.0
53,33660,1,13099,608,1,1.0
36,12395,0,20193,11235,1,0.0
44,46913,0,25011,13887,0,0.0
51,41848,1,25764,18047,0,0.0
28,25779,0,9450,3294,1,0.0
62,15492,1,19549,18381,1,0.0
64,39722,1,11960,15173,1,0.0
29,17111,2,21583,19569,0,0.0
38,19984,1,11996,1531,0,0.0
28,42016,1,23567,14275,0,0.0
56,37640,0,19201,4216,1,0.0
45,16792,1,10043,3706,0,0.0
22,36924,1,25420,11266,1,0.0
34,42577,2,45602,14776,1,0.0
37,17711,0,47324,9846,0,0.0
58,30012,0,39620,12719,0,0.0
63,44333,2,17629,12348,0,0.0
29,46435,1,33675,19928,1,0.0
23,49227,2,6662,13558,0,0.0
34,14096,0,19734,3818,1,0.0
36,11019,2,12589,8087,0,0.0
43,34312,0,48418,15204,1,0.0
61,19476,2,9655,3443,0,0.0
61,18254,1,13749,15648,1,0.0
49,42419,1,15797,1047,0,0.0
23,21584,0,36930,10645,1,0.0
53,15965,2,11645,12274,0,0.0
55,21464,0,16895,19044,0,0.0
28,22439,1,39762,7930,0,0.0
50,47489,0,26432,15994,0,0.0
41,42963,1,21858,7058,1,1.0
40,38440,0,13233,16203,0,0.0
32,13273,2,48611,6266,1,0.0
44,25330,1,37004,10559,0,0.0
28,31494,0,31671,3408,0,0.0
34,20886,1,41760,18068,0,0.0
31,13212,2,33441,13376,0,0.0
44,45523,1,33233,869,1,0.0
35,27905,2,42591,5123,1,0.0
45,32058,1,41285,16926,0,0.0
64,11080,2,7268,2203,1,0.0
64,42675,1,31220,19319,1,0.0
21,32007,2,9438,17135,0,0.0
24,27105,0,49269,2111,0,0.0
62,40279,0,44066,7276,1,0.0
52,27946,1,24369,16930,1,0.0
26,10639,2,31603,14586,0,0.0
25,22502,0,16319,18941,0,0.0
62,47958,1,19722,1571,0,0.0
34,38363,0,42757,6584,0,0.0
34,13736,2,11028,19075,0,0.0
50,26473,1,30940,9949,0,0.0
49,44019,2,36448,4774,0,0.0
25,31087,2,13422,12561,0,0.0
36,38489,2,48441,59,0,0.0
55,46820,0,25688,14102,0,0.0
20,29325,1,19472,17722,1,0.0
22,10271,2,19900,7001,1,0.0
30,28414,0,40671,7948,1,0.0
64,34220,2,12763,18855,0,0.0
63,19387,0,15960,15626,1,0.0
48,21279,1,16084,8754,0,0.0
33,37584,1,48043,9174,0,0.0
49,49809,1,7074,13046,0,0.0
39,20857,1,12825,8101,1,0.0
46,18052,2,39833,18114,0,0.0
39,26995,0,30205,7879,0,0.0
60,23580,1,40976,7800,1,0.0
20,28240,2,9674,19431,0,0.0
27,27910,1,46862,9549,1,0.0
59,20216,1,47013,18169,1,0.0
38,48997,1,5122,14198,0,0.0
33,34911,0,26480,1962,1,0.0
29,44866,0,14443,15136,1,0.0
19,25438,0,9433,7246,0,0.0
58,17865,1,5990,9380,0,0.0
41,26557,2,10556,5965,0,0.0
52,22211,2,31662,2678,0,0.0
47,43268,2,34097,13368,1,0.0
47,13646,1,9709,11199,0,0.0
64,33924,0,29357,5307,1,0.0
52,19910,2,41348,19507,0,0.0
36,11778,1,24186,3143,1,0.0
25,29441,1,38639,2800,0,0.0
43,15190,2,24208,16707,1,0.0
57,25304,2,27479,18586,0,0.0
24,49765,1,32478,1794,1,0.0
47,37289,2,17922,10440,0,0.0
24,14747,1,32079,2342,1,0.0
20,19286,2,35766,11592,0,0.0
18,10045,0,24787,10167,0,0.0
53,39742,1,27537,19429,0,0.0
42,17758,0,15383,1307,0,0.0
54,33437,2,43318,15535,0,0.0
18,29585,1,36895,14945,1,0.0
32,43223,2,8207,14684,1,0.0
54,19854,1,33234,1455,1,0.0
30,27349,2,35568,10621,0,0.0
57,40692,0,8097,5391,0,0.0
25,31348,0,24022,2539,1,0.0
22,44296,2,49046,3618,0,0.0
26,45744,0,39392,2378,1,0.0
18,29455,0,20968,18589,0,0.0
53,23288,2,16149,12719,1,0.0
52,16387,1,14717,1139,1,0.0
19,45289,2,21642,3591,1,1.0
57,49293,1,18640,4714,0,0.0
40,43894,0,21837,10865,1,0.0
26,33016,0,13990,4667,1,0.0
51,40215,0,9170,8457,0,0.0
63,26102,0,29817,15757,0,0.0
31,13404,0,10136,8293,0,0.0
21,47260,1,6712,15332,1,0.0
47,45111,1,33794,2269,0,0.0
48,10106,1,39770,18867,0,0.0
55,25195,2,13151,17597,0,0.0
28,37153,0,44022,11184,0,0.0
52,39605,0,15473,9796,0,0.0
25,47569,0,20303,15660,1,0.0
20,15580,2,24495,14686,1,0.0
31,15400,2,26625,5995,0,0.0
30,49643,2,18761,569,0,0.0
62,40649,0,13918,1545,0,0.0
49,40496,1,39599,908,1,0.0
51,30637,2,6821,4462,1,1.0
62,49015,2,39584,4083,1,0.0
36,16177,1,41200,3340,0,0.0
55,17269,2,23353,6947,1,0.0
33,24974,1,23768,7039,1,0.0
19,24037,0,41447,7112,1,0.0
57,28756,1,34184,18809,0,0.0
34,26167,1,21811,11410,1,0.0
51,33218,0,31595,7155,1,0.0
59,35167,2,31032,6670,1,0.0
33,16617,0,45966,18256,0,0.0
55,31534,2,44031,4909,1,0.0
19,35459,2,22757,8397,0,0.0
19,30542,1,46600,15592,0,0.0
43,10303,0,16954,17199,1,0.0
30,39756,1,34793,16449,0,0.0
64,22683,0,42930,12237,1,0.0
48,42695,0,31806,2051,1,0.0
51,21025,1,28224,2,0,0.0
56,30890,2,34236,14026,1,0.0
20,28715,2,8811,324,1,0.0
25,14561,0,35368,6134,1,0.0
40,42847,2,41074,16988,0,0.0
31,46531,1,37719,18966,0,0.0
44,37407,1,13637,3122,0,0.0
46,31580,1,17133,15829,1,0.0
56,20169,0,33871,19498,1,0.0
56,27116,0,32571,11467,0,0.0
18,46744,2,46472,346,0,0.0
34,32043,1,6401,13369,1,0.0
58,12124,1,15004,12346,0,0.0
47,49420,0,38313,13997,1,0.0
30,48051,0,40301,10750,0,0.0
38,17176,0,39777,11581,1,0.0
36,35774,1,33008,3443,1,0.0
36,28676,1,10901,18638,1,0.0
42,34760,2,9085,22,0,0.0
39,10997,1,7215,10155,1,0.0
48,47432,2,20763,13074,0,0.0
34,23117,2,7184,18091,1,0.0
40,21231,1,15354,11274,1,0.0
49,39751,2,39043,6715,1,0.0
27,17440,2,14504,6053,0,0.0
27,29911,0,8523,514,1,0.0
53,25608,1,13707,3039,0,0.0
25,39665,2,26167,5861,1,1.0
37,37157,2,38787,19240,1,0.0
49,38779,2,30871,18725,0,0.0
31,39968,1,28982,6336,0,0.0
45,37387,0,6049,3362,1,0.0
63,14090,0,18381,3490,0,0.0
41,34945,1,7340,18891,1,0.0
32,13743,1,47217,5167,0,0.0
39,40924,1,40753,3178,1,0.0
47,20196,1,17061,19708,0,0.0
21,36279,0,10705,17928,0,0.0
30,49776,2,29014,11421,0,0.0
40,13324,2,38473,6172,0,0.0
25,29641,1,33147,9941,1,0.0
35,37482,1,7484,18649,0,0.0
29,42994,2,6745,12880,0,0.0
48,24863,0,27148,8904,0,0.0
31,47486,1,21216,8258,1,1.0
51,48440,1,37547,5260,1,0.0
35,34111,0,46929,13657,0,0.0
51,13199,0,27012,4191,1,0.0
28,48038,0,5777,11381,1,0.0
58,17897,1,14525,16056,0,0.0
29,24892,0,48077,1467,1,0.0
32,18271,1,48348,6101,0,0.0
48,47926,1,8114,7547,0,0.0
46,34815,0,40704,2760,1,0.0
43,43357,2,25494,6421,1,1.0
35,19552,0,6345,12648,0,0.0
49,26267,2,7041,1393,0,0.0
39,28268,0,19330,3693,0,0.0
55,24263,0,18198,12499,1,0.0
34,15399,1,45272,18083,1,0.0
40,39811,1,14747,17504,1,0.0
41,39006,1,22073,5329,1,1.0
25,11076,1,35286,17955,0,0.0
58,17235,1,33028,13065,1,0.0
23,33221,1,31110,15971,1,0.0
22,26417,1,28440,14356,1,0.0
61,42539,2,37887,17112,0,0.0
46,44609,2,43937,11696,1,0.0
45,47249,1,43600,16999,0,0.0
28,43902,2,17246,370,1,1.0
18,33645,0,32428,6767,0,0.0
60,31682,2,6613,9139,0,0.0
36,33401,1,12623,17503,0,0.0
26,17771,2,40801,9647,0,0.0
44,18915,0,10659,2422,1,0.0
51,23898,2,34653,7590,1,0.0
61,11913,1,17080,13455,1,0.0
21,47065,0,16976,14341,0,0.0
53,37068,0,48586,9532,0,0.0
35,11942,2,20718,13541,0,0.0
32,30388,0,14341,15481,0,0.0
30,27715,0,21296,9710,1,0.0
36,10337,0,31285,5825,1,0.0
23,33450,1,19134,6760,0,0.0
29,20057,0,34337,10151,1,0.0
54,37713,2,5455,8902,0,0.0
34,18983,2,12643,573,1,0.0
40,29995,0,9620,16891,1,0.0
43,46468,2,13867,2222,0,0.0
46,36092,0,30577,17678,1,0.0
50,22145,2,33647,787,0,0.0
44,48886,0,30471,4667,1,0.0
42,33489,0,10099,18617,0,0.0
27,41036,0,18887,11357,0,0.0
64,39613,1,48314,12801,0,0.0
40,38484,2,32669,19633,1,0.0
38,12673,0,5059,6071,1,0.0
38,44890,1,17673,16348,0,0.0
60,21977,1,27695,1709,0,0.0
30,33466,0,10531,16261,1,0.0
54,37009,0,7764,12167,0,0.0
50,13688,0,6794,12582,0,0.0
